scorer,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN
labeled-data\AG6871_1_20210510_100fps_cRAMP_L\img1851.png,468.4922388988259,281.90703009565283,325.9617155299791,318.76837234621667,295.24393032117587,304.0238354459911,609.7940508593206,319.9970837545688,544.6723462166578,224.15759390310285,429.17347383155777,151.6636208103273,319.8181584882184,210.64176841122946,,,448.8328563651918,420.7514192394432
labeled-data\AG6871_1_20210510_100fps_cRAMP_L\img1880.png,478.3219301656429,269.61991601213157,273.1271249708376,380.203942763823,259.61129947896416,331.0554864297379,628.2247219846025,370.37425149700596,574.1614200171089,258.56151333696243,450.06156777354397,190.98238587759545,324.7330041216269,230.30115094486348,254.69645384555565,288.05058713741346,451.29027918189604,425.6662648728517
labeled-data\AG6871_1_20210510_100fps_cRAMP_L\img2213.png,538.5287891748972,301.56641262928684,316.13202426316207,340.88517769655493,278.0419706042461,324.9119293879773,614.7088964927291,354.4010031884283,553.2733260751227,254.87537911190606,435.31703087331846,189.75367446924326,311.21717862975356,224.15759390310285,227.66480286180888,273.30605023718795,448.8328563651918,419.52270783109105
labeled-data\AG6871_1_20210510_100fps_cRAMP_L\img2318.png,470.94966171553017,273.30605023718795,,,,,615.9376079010813,307.7099696710475,537.3000777665451,204.49821136946878,392.312131580994,177.466560385722,290.32908468776736,241.3595536200326,262.0687222956684,313.85352671280816,447.6041449568397,418.2939964227389
labeled-data\AG6871_1_20210510_100fps_cRAMP_L\img2423.png,439.0031650983748,273.30605023718795,294.0152189128237,393.7197682556964,270.66970215413335,359.3158488218368,603.6504938175599,302.79512403763897,521.3268294579674,220.47145967804647,388.62599735593756,184.83882883583476,294.0152189128237,216.7853254529901,247.3241853954429,299.1089898125826,450.06156777354397,423.20884205614743
labeled-data\AG6871_1_20210510_100fps_cRAMP_L\img2815.png,416.8863597480365,469.8998755735283,,,,,415.65764833968444,439.1820903647251,314.9033128548099,514.1334862742049,332.10527257173965,605.0581304922623,,,,,450.06156777354397,420.7514192394432
labeled-data\AG6871_1_20210510_100fps_cRAMP_L\img2942.png,,,,,,,,,,,,,,,,,446.37543354848754,421.9801306477953
labeled-data\AG6871_1_20210510_100fps_cRAMP_L\img3124.png,,,,,,,,,,,,,,,,,443.9180107317833,424.43755346449956
labeled-data\AG6871_1_20210510_100fps_cRAMP_R\img0038.png,470.94966171553017,308.9386810793996,419.34378256474076,295.4228555875262,373.88146045571204,268.39120460377944,714.2345205692515,321.2257951629209,598.7356481841514,301.56641262928684,495.5238898825727,211.8704798195816,387.3972859475855,178.6952717940742,301.38748736293655,193.4398086942997,414.42893693133226,418.2939964227389
labeled-data\AG6871_1_20210510_100fps_cRAMP_R\img0416.png,494.2951784742205,273.30605023718795,278.0419706042461,343.3426005132592,270.66970215413335,321.2257951629209,553.2733260751227,215.55661404463797,485.6941986157557,193.4398086942997,366.5091920055993,190.98238587759545,282.9568162376546,242.58826502838474,231.3509370868652,285.5931643207092,413.2002255229801,420.7514192394432
labeled-data\AG6871_1_20210510_100fps_cRAMP_R\img0441.png,464.8061046737695,264.70507037872306,270.66970215413335,366.6881172719496,254.69645384555565,344.5713119216113,542.2149233999536,240.1308422116805,494.2951784742205,205.72692277782096,352.99336651372585,193.4398086942997,259.61129947896416,254.87537911190606,192.03217201959717,285.5931643207092,414.42893693133226,418.2939964227389
labeled-data\AG6871_1_20210510_100fps_cRAMP_R\img0661.png,411.971514114628,270.8486274204837,269.44099074578116,412.1504393809783,241.1806283536822,397.4059024807528,510.2684267827982,281.90703009565283,430.40218523990995,224.15759390310285,295.24393032117587,222.92888249475072,221.5212458200482,306.48125826269535,176.05892371101947,359.3158488218368,414.42893693133226,414.60786219768255
labeled-data\AG6871_1_20210510_100fps_cRAMP_R\img0711.png,328.4191383466833,292.96543277082196,286.6429504627109,476.0434326152889,254.69645384555565,467.442452756824,441.46058791507903,219.24274826969435,360.3656349638386,206.95563418617303,243.63805117038646,275.7634730538922,221.5212458200482,377.74651994711877,201.86186328641418,444.09693599813363,414.42893693133226,420.7514192394432
labeled-data\AG6871_1_20210510_100fps_cRAMP_R\img0847.png,440.23187650672696,291.73672136246984,314.9033128548099,305.2525468543432,275.58454778754185,301.56641262928684,560.6455945252354,308.9386810793996,494.2951784742205,241.3595536200326,361.5943463721908,193.4398086942997,271.8984135624854,226.6150167198071,230.12222567851313,254.87537911190606,414.42893693133226,420.7514192394432
labeled-data\AG6871_1_20210510_100fps_cRAMP_R\img1126.png,516.4119838245589,308.9386810793996,278.0419706042461,333.5129092464422,244.86676257873864,317.53966093786454,583.9911112839259,324.9119293879773,536.0713663581929,254.87537911190606,397.2269772144025,187.296251652539,276.8132591958939,221.7001710863986,220.29253441169612,242.58826502838474,414.42893693133226,423.20884205614743
labeled-data\AG6871_1_20210510_100fps_cRAMP_R\img1263.png,479.550641573995,272.0773388288358,335.7914067967961,307.7099696710475,296.47264172952794,312.624815304456,548.3584804417142,278.22089587059645,512.7258495995025,232.75857376156773,372.65274904735986,179.92398320242626,278.0419706042461,230.30115094486348,211.69155455323119,265.9337817870752,411.971514114628,421.9801306477953
labeled-data\AG6871_1_20210510_100fps_cRAMP_R\img1298.png,419.34378256474076,257.3328019286103,298.9300645462323,348.2574461466677,248.55289680379497,338.4277548798507,537.3000777665451,265.9337817870752,500.4387355159812,215.55661404463797,368.96661482230354,173.78042616066568,273.1271249708376,233.98728516991986,206.77670891982268,290.5080099541177,418.1150711563887,421.9801306477953
labeled-data\AG6871_1_20210510_100fps_cRAMP_R\img1507.png,441.46058791507903,261.0189361536667,251.01031962049922,401.09203670580916,249.78160821214715,351.94358037172407,592.5920911423908,310.1673924877517,542.2149233999536,240.1308422116805,420.57249397309295,173.78042616066568,323.5042927132748,205.72692277782096,230.12222567851313,262.2476475620188,416.8863597480365,425.6662648728517
labeled-data\AG6871_1_20210510_100fps_cRAMP_R\img1553.png,457.4338362236567,278.22089587059645,330.8765611633876,313.85352671280816,285.41423905435886,316.3109495295124,579.0762656505174,312.624815304456,515.1832724162067,245.045687845089,403.3705342561632,187.296251652539,274.35583637918967,233.98728516991986,232.57964849521738,292.96543277082196,415.65764833968444,424.43755346449956
labeled-data\AG6871_1_20210510_100fps_cRAMP_R\img1859.png,488.15162143245993,283.13574150400495,251.01031962049922,378.9752313554709,219.06382300334394,340.88517769655493,613.480185084377,258.56151333696243,529.9278093164322,229.07243953651135,387.3972859475855,178.69527179407407,282.9568162376546,243.81697643673687,215.3776887782875,280.6783186873007,416.8863597480365,420.7514192394432
labeled-data\AG6871_1_20210510_100fps_cRAMP_R\img2272.png,441.46058791507903,257.3328019286103,243.63805117038646,423.20884205614743,231.3509370868652,376.51780853876664,547.1297690333621,286.82187572906133,526.2416750913759,224.15759390310285,383.71115172252905,181.15269461077844,290.32908468776736,236.4447079866241,216.6064001866397,278.22089587059645,414.42893693133226,419.52270783109105
labeled-data\AG6871_1_20210510_100fps_cRAMP_R\img2902.png,483.23677579905143,257.3328019286103,322.27558130492264,334.7416206547943,278.0419706042461,358.0871374134847,534.8426549498408,270.8486274204837,510.2684267827982,219.24274826969435,381.2537289058248,182.3814060191305,269.44099074578116,262.2476475620188,227.66480286180888,353.1722917800762,415.65764833968444,418.2939964227389
labeled-data\AG6871_1_20210510_100fps_cRAMP_R\img3562.png,434.0883194649663,253.64666770355393,269.44099074578116,370.37425149700596,226.4360914534567,345.80002332996344,556.9594603001791,291.73672136246984,509.03971537444613,221.7001710863986,381.2537289058248,188.5249630608912,274.35583637918967,235.21599657827198,196.94701765300567,297.88027840423047,415.65764833968444,420.7514192394432
labeled-data\AG6871_1_20210510_100fps_cRAMP_R\img3899.png,496.7526012909249,258.56151333696243,356.6795007387823,281.90703009565283,303.8449101796408,306.48125826269535,553.2733260751227,262.2476475620188,507.81100396609395,206.95563418617303,372.65274904735986,186.06754024418694,274.35583637918967,235.21599657827198,212.92026596158325,317.53966093786454,414.42893693133226,419.52270783109105
labeled-data\AG6871_1_20210510_100fps_cRAMP_R\img4354.png,486.92291002410775,275.7634730538922,327.19042693833114,297.88027840423047,279.2706820125982,322.45450657127304,559.4168831168834,243.81697643673687,500.4387355159812,202.04078855276452,370.1953262306556,188.5249630608912,263.2974337040206,240.1308422116805,203.09057469476625,323.68321797962517,413.2002255229801,417.0652850143868
labeled-data\AG6871_1_20210510_100fps_cRAMP_R\img4481.png,,,,,,,291.55779609611943,315.0822381211603,242.4093397620344,414.60786219768255,292.7865075044716,504.30379500738786,,,,,415.65764833968444,420.7514192394432
labeled-data\AG6871_1_20210510_100fps_cRAMP_R\img4698.png,,,,,,,,,,,,,,,,,415.65764833968444,425.6662648728517
labeled-data\AG6871_1_20210510_100fps_cRAMP_R\img4930.png,,,,,,,,,,,,,,,,,414.42893693133226,425.6662648728517
labeled-data\AG6871_1_20210510_100fps_dRAMP_L\img0063.png,564.3317287502919,322.45450657127304,458.6625476320089,279.4496072789486,424.25862819814927,262.2476475620188,708.0909635274908,347.02873473831556,645.4266817015323,264.70507037872306,542.2149233999536,177.466560385722,440.23187650672696,190.98238587759545,360.3656349638386,211.8704798195816,447.6041449568397,424.43755346449956
labeled-data\AG6871_1_20210510_100fps_dRAMP_L\img0168.png,569.2465743837004,323.68321797962517,464.8061046737695,280.6783186873007,424.25862819814927,263.47635897037094,716.6919433859556,307.7099696710475,635.5969904347153,240.1308422116805,522.5555408663195,177.466560385722,410.7428027062758,186.06754024418694,322.27558130492264,222.92888249475072,447.6041449568397,420.7514192394432
labeled-data\AG6871_1_20210510_100fps_dRAMP_L\img0350.png,532.3852321331365,286.82187572906133,398.45568862275456,274.5347616455401,355.4507893304301,276.9921844622443,602.4217824092078,338.4277548798507,566.7891515669961,227.84372812815923,443.9180107317833,163.95073489384868,335.7914067967961,203.2694999611167,263.2974337040206,240.1308422116805,448.8328563651918,421.9801306477953
labeled-data\AG6871_1_20210510_100fps_dRAMP_L\img0432.png,582.7623998755738,339.6564662882028,378.79630608912055,321.2257951629209,334.5626953884439,312.624815304456,654.0276615599972,337.19904347149856,588.9059569173344,225.38630531145498,453.7477019986003,181.15269461077844,359.13692355548653,230.30115094486348,275.58454778754185,264.70507037872306,451.29027918189604,420.7514192394432
labeled-data\AG6871_1_20210510_100fps_dRAMP_L\img0595.png,523.7842522746716,275.7634730538922,402.141822847811,280.6783186873007,349.3072322886695,286.82187572906133,596.2782253674471,299.1089898125826,540.9862119916014,204.49821136946878,416.8863597480365,172.5517147523135,318.5894470798663,231.5298623532156,262.0687222956684,292.96543277082196,450.06156777354397,424.43755346449956
labeled-data\AG6871_1_20210510_100fps_dRAMP_L\img0699.png,542.2149233999536,288.05058713741346,372.65274904735986,299.1089898125826,322.27558130492264,310.1673924877517,613.480185084377,305.2525468543432,556.9594603001791,218.01403686134222,434.0883194649663,168.86558052725718,327.19042693833114,215.55661404463797,242.4093397620344,292.96543277082196,452.5189905902482,419.52270783109105
labeled-data\AG6871_1_20210510_100fps_dRAMP_L\img0706.png,526.2416750913759,279.4496072789486,344.392386655261,310.1673924877517,295.24393032117587,299.1089898125826,630.6821448013068,315.0822381211603,575.390131425461,225.38630531145498,435.31703087331846,162.7220234854965,318.5894470798663,222.92888249475072,248.55289680379497,263.47635897037094,451.29027918189604,420.7514192394432
labeled-data\AG6871_1_20210510_100fps_dRAMP_L\img0873.png,559.4168831168834,313.85352671280816,399.68440003110675,270.8486274204837,346.8498094719653,291.73672136246984,611.0227622676726,312.624815304456,548.3584804417142,225.38630531145498,414.42893693133226,167.636869118905,309.9884672214014,211.8704798195816,247.3241853954429,307.7099696710475,451.29027918189604,420.7514192394432
labeled-data\AG6871_1_20210510_100fps_dRAMP_L\img0956.png,554.5020374834749,304.0238354459911,354.22207792207803,310.1673924877517,312.44589003810563,318.76837234621667,630.6821448013068,331.0554864297379,568.0178629753482,237.67341939497624,435.31703087331846,186.06754024418694,322.27558130492264,224.15759390310285,237.4944941286259,295.4228555875262,451.29027918189604,423.20884205614743
labeled-data\AG6871_1_20210510_100fps_dRAMP_L\img1127.png,581.5336884672216,337.19904347149856,295.24393032117587,364.2306944552453,262.0687222956684,328.5980636130337,626.9960105762503,335.97033206314643,555.7307488918269,225.38630531145498,419.34378256474076,188.5249630608912,316.13202426316207,235.21599657827198,246.0954739870907,275.7634730538922,446.37543354848754,424.43755346449956
labeled-data\AG6871_1_20210510_100fps_dRAMP_L\img1156.png,495.5238898825727,274.5347616455401,429.17347383155777,281.90703009565283,376.3388832724163,276.9921844622443,609.7940508593206,343.3426005132592,559.4168831168834,240.1308422116805,447.6041449568397,170.09429193560925,350.5359436970216,199.58336573606027,284.1855276460067,275.7634730538922,450.06156777354397,423.20884205614743
labeled-data\AG6871_1_20210510_100fps_dRAMP_L\img1253.png,474.6357959405865,270.8486274204837,335.7914067967961,316.3109495295124,301.38748736293655,337.19904347149856,572.9327086087568,274.5347616455401,479.550641573995,193.4398086942997,338.24882961350033,200.81207714441246,255.92516525390772,284.3644529123571,241.1806283536822,359.3158488218368,451.29027918189604,421.9801306477953
labeled-data\AG6871_1_20210510_100fps_dRAMP_L\img1384.png,502.89615833268545,278.22089587059645,441.46058791507903,254.87537911190606,382.482440314177,270.8486274204837,631.9108562096588,313.85352671280816,571.7039972004046,211.8704798195816,439.0031650983748,161.49331207714442,349.3072322886695,205.72692277782096,284.1855276460067,268.39120460377944,448.8328563651918,420.7514192394432
labeled-data\AG6871_1_20210510_100fps_dRAMP_L\img1493.png,,,297.7013531378801,367.9168286803017,263.2974337040206,349.4861575550198,595.0495139590951,335.97033206314643,517.640695232911,224.15759390310285,384.93986313088124,193.4398086942997,287.8716618710631,253.64666770355393,210.462843144879,306.48125826269535,453.7477019986003,421.9801306477953
labeled-data\AG6871_1_20210510_100fps_dRAMP_L\img1551.png,440.23187650672696,281.90703009565283,303.8449101796408,375.28909713041446,292.7865075044716,386.34749980558365,552.0446146667706,272.0773388288358,436.5457422816705,198.3546543277082,322.27558130492264,222.92888249475072,259.61129947896416,306.48125826269535,260.84001088731634,402.3207481141613,448.8328563651918,420.7514192394432
labeled-data\AG6871_1_20210510_100fps_dRAMP_L\img1585.png,382.482440314177,291.73672136246984,,,312.44589003810563,453.92662726495064,536.0713663581929,297.88027840423047,429.17347383155777,210.64176841122946,332.10527257173965,230.30115094486348,289.1003732794152,305.2525468543432,,,447.6041449568397,419.52270783109105
labeled-data\AG6871_1_20210510_100fps_dRAMP_L\img1646.png,305.0736215879929,413.3791507893304,,,,,312.44589003810563,333.5129092464422,260.84001088731634,348.2574461466677,282.9568162376546,450.24049303989426,355.4507893304301,517.8196204992612,,,448.8328563651918,425.6662648728517
